iter	MultiClass
0	0.9419484608
1	0.8245981563
2	0.7262454274
3	0.6450521098
4	0.5769026398
5	0.516198126
6	0.4670505748
7	0.4222212376
8	0.384507047
9	0.3494686197
10	0.3191079206
11	0.2916958695
12	0.266838621
13	0.2449040839
14	0.2250214605
15	0.2075517657
16	0.1914508948
17	0.1765854717
18	0.1640638844
19	0.1522897158
20	0.1415596377
21	0.1317411131
22	0.1228552539
23	0.1150259766
24	0.1078303488
25	0.1012764304
26	0.09493747095
27	0.08920420915
28	0.08385052746
29	0.07932215619
30	0.07501008348
31	0.07066688338
32	0.06709904973
33	0.06375367147
34	0.06057735489
35	0.05771893773
36	0.0553234366
37	0.05267546509
38	0.05036606162
39	0.04835614264
40	0.04643042487
41	0.04481635037
42	0.04312964699
43	0.04164099007
44	0.04021280102
45	0.03886518082
46	0.03800850651
47	0.03686641158
48	0.03611535367
49	0.03527590641
50	0.03449076781
51	0.03405382371
52	0.03384588602
53	0.03348697628
54	0.03296936805
55	0.03242202776
56	0.03214311404
57	0.03189188853
58	0.03121496172
59	0.0307825848
60	0.03003365023
61	0.02953896729
62	0.02903476421
63	0.02857753078
64	0.02824111374
65	0.02802381571
66	0.02753666498
67	0.0272230647
68	0.02695908764
69	0.026698799
70	0.02645654793
71	0.02622195378
72	0.02600178261
73	0.02576602817
74	0.02549508656
75	0.02509570602
76	0.02478469396
77	0.02447908727
78	0.02430997915
79	0.02416234732
80	0.02403782778
81	0.02389424547
82	0.02371300919
83	0.02364745808
84	0.02342781867
85	0.02323951096
86	0.02305513225
87	0.02279805896
88	0.0227497656
89	0.02253696407
90	0.02233975581
91	0.02219025104
92	0.0220006651
93	0.02181674165
94	0.02160780218
95	0.02144221424
96	0.0212331904
97	0.02098954122
98	0.02071277657
99	0.0205304114
100	0.02032013056
101	0.02027502678
102	0.02003588202
103	0.01989917596
104	0.01975156711
105	0.0197137806
106	0.01958907864
107	0.01945605921
108	0.01935295826
109	0.01925855806
110	0.0190694675
111	0.01899346146
112	0.01890196898
113	0.01881786653
114	0.01868246633
115	0.01855437658
116	0.0183938409
117	0.01817371007
118	0.01805841714
119	0.01795200071
120	0.01789504495
121	0.01786342214
122	0.01775846113
123	0.01770711747
124	0.01758277104
125	0.01750631838
126	0.01738836974
127	0.01737199171
128	0.01727549855
129	0.01718891899
130	0.01711827481
131	0.0170032325
132	0.0169062393
133	0.01676669208
134	0.01672059961
135	0.01659654569
136	0.01647012289
137	0.01641080386
138	0.01631946901
139	0.01618236992
140	0.01606774266
141	0.01601821657
142	0.01595679128
143	0.01591769581
144	0.01584010488
145	0.01569566738
146	0.01567434754
147	0.01562696763
148	0.01556698142
149	0.01551200868
150	0.01537947363
151	0.01531146606
152	0.01527816744
153	0.01525066883
154	0.0151673501
155	0.01503060788
156	0.01492187799
157	0.01489491879
158	0.0148594029
159	0.01477118552
160	0.01472643204
161	0.01470327633
162	0.01467746819
163	0.01464059444
164	0.01457811979
165	0.01452308658
166	0.01444914123
167	0.01440989128
168	0.01422647561
169	0.01419804393
170	0.01414494008
171	0.01412787403
172	0.01411053696
173	0.01410030496
174	0.014084788
175	0.01397297104
176	0.01387526893
177	0.01384741367
178	0.01369888318
179	0.01367290107
180	0.01359968577
181	0.01349314595
182	0.01340309752
183	0.01337445466
184	0.01328039909
185	0.01324037749
186	0.01317664648
187	0.01310342045
188	0.01304371986
189	0.01296757192
190	0.01294009417
191	0.01282075385
192	0.01278601935
193	0.01270386595
194	0.01264805447
195	0.01262005868
196	0.01257917719
197	0.01252445193
198	0.0124726862
199	0.01245198806
200	0.01240522777
201	0.01234980357
202	0.01230018105
203	0.01223475151
204	0.01221078699
205	0.01211602953
206	0.01208703271
207	0.01206939306
208	0.01203786841
209	0.01200095968
210	0.0119420575
211	0.0119090847
212	0.01190115939
213	0.01182680565
214	0.01179974345
215	0.01176367186
216	0.01173018225
217	0.01172718148
218	0.01169038505
219	0.01166453619
220	0.01164801941
221	0.01160130462
222	0.01156947847
223	0.01150141853
224	0.0114774178
225	0.01145411511
226	0.01141495701
227	0.01130577495
228	0.01119810256
229	0.0110939086
230	0.01103975443
231	0.01102299377
232	0.01097611017
233	0.01095783021
234	0.01093743582
235	0.01092263307
236	0.01091318835
237	0.01083456817
238	0.01074553163
239	0.01068029707
240	0.01062717005
241	0.01060699763
242	0.01057408519
243	0.01054003137
244	0.01052116936
245	0.01049321472
246	0.01043308306
247	0.01038793343
248	0.01031584769
249	0.0102579076
250	0.01022557865
251	0.01018717341
252	0.01012853484
253	0.01007511601
254	0.01005372342
255	0.01002340765
256	0.009992524279
257	0.009979563521
258	0.009913239241
259	0.009880496561
260	0.009863688346
261	0.009805107627
262	0.009769812384
263	0.009744062538
264	0.009682402073
265	0.009650920397
266	0.009579904022
267	0.009498754349
268	0.009477606769
269	0.009412675121
270	0.009378687844
271	0.009360045583
272	0.009335212076
273	0.00930474967
274	0.009276606994
275	0.009254200454
276	0.009237714164
277	0.009218622482
278	0.009208088271
279	0.00917979599
280	0.00916918982
281	0.009140133046
282	0.009101371521
283	0.009083235942
284	0.009042900756
285	0.009019028515
286	0.008999784362
287	0.008976893448
288	0.008964145396
289	0.0089405143
290	0.00889744786
291	0.008883067662
292	0.008860010361
293	0.008807652614
294	0.008790119503
295	0.008763920916
296	0.008706703145
297	0.008691958752
298	0.008657279971
299	0.008642039083
300	0.008615967478
301	0.008602756393
302	0.008568047752
303	0.008559823222
304	0.008542424865
305	0.008498704607
306	0.008481365853
307	0.008450582769
308	0.008427828433
309	0.008399520667
310	0.008394629923
311	0.008376413738
312	0.008360867676
313	0.008318608573
314	0.008274935146
315	0.008266235987
316	0.00823731748
317	0.008220724231
318	0.008181806008
319	0.008156524487
320	0.008128736616
321	0.008096961417
322	0.008078174951
323	0.008067611469
324	0.008053659821
325	0.008038623546
326	0.008027860452
327	0.007992322436
328	0.007942984385
329	0.007924959407
330	0.007904114663
331	0.007880066894
332	0.00787403633
333	0.007850855374
334	0.007839711779
335	0.007819680838
336	0.007795189037
337	0.007767297414
338	0.007748758754
339	0.007721535132
340	0.007699443367
341	0.007680575905
342	0.007656395631
343	0.00764548997
344	0.007635826817
345	0.007614991088
346	0.007596141526
347	0.007576705685
348	0.007561553755
349	0.007545452964
350	0.007536547485
351	0.007495851617
352	0.007477561873
353	0.007454097629
354	0.007432204515
355	0.007376475791
356	0.007368893288
357	0.007305722261
358	0.007279254728
359	0.007267298266
360	0.007255396752
361	0.007216245402
362	0.007192375043
363	0.007177647935
364	0.007153620509
365	0.007134759513
366	0.007122758566
367	0.007096533418
368	0.007083734602
369	0.007071094122
370	0.007047243891
371	0.007005475489
372	0.006990245774
373	0.006979343581
374	0.006953877317
375	0.006934705082
376	0.006922454742
377	0.006910210013
378	0.006895640045
379	0.006890163037
380	0.006879226893
381	0.006873665189
382	0.006866619972
383	0.006859597669
384	0.006818347462
385	0.006786959913
386	0.006779733371
387	0.006769484147
388	0.006748531898
389	0.006713368071
390	0.006695351352
391	0.006684292404
392	0.00665735832
393	0.00664457094
394	0.006634104304
395	0.006617828736
396	0.006583168118
397	0.006567284253
398	0.006543766938
399	0.006510796914
400	0.006481093487
401	0.0064529508
402	0.006442413038
403	0.006398433031
404	0.006382203164
405	0.006376671638
406	0.006338577475
407	0.006315573173
408	0.006309211092
409	0.006286207712
410	0.006262589025
411	0.006247864369
412	0.006239465564
413	0.006213006118
414	0.006209094569
415	0.00619573523
416	0.006177479497
417	0.006166156076
418	0.006116220922
419	0.006097014696
420	0.006090449871
421	0.006079618002
422	0.00603187282
423	0.006007984485
424	0.005990243912
425	0.005967194964
426	0.005947543638
427	0.005936049147
428	0.005928574945
429	0.00591010941
430	0.00589936109
431	0.00589243354
432	0.005869310619
433	0.005855564878
434	0.005848022622
435	0.00583258319
436	0.005824199199
437	0.005821221543
438	0.00579997958
439	0.005793269825
440	0.005774401551
441	0.005755701137
442	0.005743180319
443	0.00573203573
444	0.005707131407
445	0.005684445268
446	0.005655343486
447	0.005634759035
448	0.005622740862
449	0.005615448066
450	0.005611385431
451	0.005585599586
452	0.005570131094
453	0.005543968694
454	0.005536388903
455	0.005515584274
456	0.005497110468
457	0.005485795981
458	0.005470082253
459	0.005452986653
460	0.005451982962
461	0.005443197381
462	0.005436233975
463	0.005425432491
464	0.005418930642
465	0.005398329377
466	0.005390856324
467	0.005368235218
468	0.005346812681
469	0.005331069372
470	0.005312989076
471	0.005291594149
472	0.005278590272
473	0.005267064879
474	0.005261273878
475	0.005236247328
476	0.005235323627
477	0.005209286408
478	0.005182982272
479	0.005175408282
480	0.005158882258
481	0.005153058745
482	0.005132730661
483	0.005119161956
484	0.005107809025
485	0.0051028333
486	0.005090673083
487	0.005078689938
